id,quantity,order_id,product_id,datetime,price,name
22869,1,6797,14,2018-03-09 18:48:00,2.95,Peshwari Naan
22870,2,6797,18,2018-03-09 18:48:00,2.95,Plain Rice
22871,1,9803,19,2018-03-09 18:40:00,2.95,Garlic Naan
22872,1,6799,15,2018-03-09 18:20:00,2.95,Pilau Rice
22873,2,1820,18,2018-03-09 18:11:00,2.95,Plain Rice
22874,2,6800,15,2018-03-09 18:11:00,2.95,Pilau Rice
22875,1,1821,18,2018-03-09 18:06:00,2.95,Plain Rice
22876,1,1821,14,2018-03-09 18:06:00,2.95,Peshwari Naan
22877,1,6801,18,2018-03-09 18:02:00,2.95,Plain Rice
22878,1,6801,15,2018-03-09 18:02:00,2.95,Pilau Rice
22879,3,9804,15,2018-03-09 17:35:00,2.95,Pilau Rice
22880,1,9805,15,2018-03-09 17:10:00,2.95,Pilau Rice
22881,1,1822,18,2018-03-09 15:33:00,2.95,Plain Rice
22882,2,5120,19,2018-03-08 19:55:00,2.95,Garlic Naan
22883,1,5120,15,2018-03-08 19:55:00,2.95,Pilau Rice
22884,1,9806,14,2018-03-08 18:02:00,2.95,Peshwari Naan
22885,1,1823,18,2018-03-08 16:16:00,2.95,Plain Rice
22886,1,9807,15,2018-03-07 13:24:00,2.95,Pilau Rice
22887,1,9808,19,2018-03-06 20:16:00,2.95,Garlic Naan
22888,1,9809,15,2018-03-06 19:02:00,2.95,Pilau Rice
22889,1,9810,15,2018-03-05 19:36:00,2.95,Pilau Rice
22890,1,9811,15,2018-03-05 19:01:00,2.95,Pilau Rice
22891,2,9811,19,2018-03-05 19:01:00,2.95,Garlic Naan
22892,1,1824,18,2018-03-05 18:26:00,2.95,Plain Rice
22893,1,1824,15,2018-03-05 18:26:00,2.95,Pilau Rice
22894,2,1825,15,2018-03-05 17:44:00,2.95,Pilau Rice
22895,2,9812,13,2018-03-04 20:03:00,2.95,Keema Naan
22896,1,9812,15,2018-03-04 20:03:00,2.95,Pilau Rice
22897,1,1826,15,2018-03-04 19:32:00,2.95,Pilau Rice
22898,2,9813,18,2018-03-04 19:18:00,2.95,Plain Rice
22899,2,4131,15,2018-03-04 18:57:00,2.95,Pilau Rice
22900,1,1827,14,2018-03-04 18:50:00,2.95,Peshwari Naan
22901,1,9814,20,2018-03-04 17:13:00,2.95,Onion Naan
22902,1,9815,19,2018-03-03 22:58:00,2.95,Garlic Naan
22903,1,1829,15,2018-03-03 19:55:00,2.95,Pilau Rice
22904,1,1829,16,2018-03-03 19:55:00,2.95,Green Salad
22905,1,6805,15,2018-03-03 19:49:00,2.95,Pilau Rice
22906,1,9816,15,2018-03-03 19:26:00,2.95,Pilau Rice
22907,1,9816,13,2018-03-03 19:26:00,2.95,Keema Naan
22908,1,9816,21,2018-03-03 19:26:00,2.95,Paratha
22909,1,1830,15,2018-03-03 19:23:00,2.95,Pilau Rice
22910,1,1830,19,2018-03-03 19:23:00,2.95,Garlic Naan
22911,2,1830,14,2018-03-03 19:23:00,2.95,Peshwari Naan
22912,1,9817,20,2018-03-03 19:18:00,2.95,Onion Naan
22913,2,1831,14,2018-03-03 19:07:00,2.95,Peshwari Naan
22914,1,1831,18,2018-03-03 19:07:00,2.95,Plain Rice
22915,1,1831,15,2018-03-03 19:07:00,2.95,Pilau Rice
22916,1,4133,15,2018-03-03 19:04:00,2.95,Pilau Rice
22917,1,9818,18,2018-03-03 18:55:00,2.95,Plain Rice
22918,1,9818,14,2018-03-03 18:55:00,2.95,Peshwari Naan
22919,1,1832,13,2018-03-03 18:51:00,2.95,Keema Naan
22920,1,6806,15,2018-03-03 18:42:00,2.95,Pilau Rice
22921,1,9819,16,2018-03-03 18:41:00,2.95,Green Salad
22922,1,9819,19,2018-03-03 18:41:00,2.95,Garlic Naan
22923,3,9819,15,2018-03-03 18:41:00,2.95,Pilau Rice
22924,1,5122,15,2018-03-03 18:27:00,2.95,Pilau Rice
22925,1,9820,19,2018-03-03 18:21:00,2.95,Garlic Naan
22926,1,9820,15,2018-03-03 18:21:00,2.95,Pilau Rice
22927,1,6807,15,2018-03-03 18:17:00,2.95,Pilau Rice
22928,1,1833,19,2018-03-03 17:33:00,2.95,Garlic Naan
22929,1,9821,15,2018-03-03 16:53:00,2.95,Pilau Rice
22930,1,9821,20,2018-03-03 16:53:00,2.95,Onion Naan
22931,2,9822,15,2018-03-03 16:23:00,2.95,Pilau Rice
22932,1,9822,13,2018-03-03 16:23:00,2.95,Keema Naan
22933,1,6808,12,2018-03-02 21:45:00,2.95,Raitha
22934,1,9823,15,2018-03-02 21:14:00,2.95,Pilau Rice
22935,1,1834,15,2018-03-02 21:01:00,2.95,Pilau Rice
22936,1,9824,13,2018-03-02 20:14:00,2.95,Keema Naan
22937,1,9824,18,2018-03-02 20:14:00,2.95,Plain Rice
22938,1,9824,15,2018-03-02 20:14:00,2.95,Pilau Rice
22939,1,9825,18,2018-03-02 20:10:00,2.95,Plain Rice
22940,1,9825,15,2018-03-02 20:10:00,2.95,Pilau Rice
22941,1,9825,13,2018-03-02 20:10:00,2.95,Keema Naan
22942,1,9826,14,2018-03-02 19:54:00,2.95,Peshwari Naan
22943,2,9827,19,2018-03-02 19:42:00,2.95,Garlic Naan
22944,1,9827,15,2018-03-02 19:42:00,2.95,Pilau Rice
22945,2,9828,19,2018-03-02 19:14:00,2.95,Garlic Naan
22946,1,9828,18,2018-03-02 19:14:00,2.95,Plain Rice
22947,1,1835,15,2018-03-02 19:15:00,2.95,Pilau Rice
22948,1,6809,13,2018-03-02 19:05:00,2.95,Keema Naan
22949,1,4136,18,2018-03-02 19:02:00,2.95,Plain Rice
22950,1,4136,14,2018-03-02 19:02:00,2.95,Peshwari Naan
22951,3,9829,19,2018-03-02 18:50:00,2.95,Garlic Naan
22952,2,6810,18,2018-03-02 18:22:00,2.95,Plain Rice
22953,1,6810,19,2018-03-02 18:22:00,2.95,Garlic Naan
22954,2,9830,15,2018-03-02 18:22:00,2.95,Pilau Rice
22955,1,9830,14,2018-03-02 18:22:00,2.95,Peshwari Naan
22956,1,4138,19,2018-03-02 18:16:00,2.95,Garlic Naan
22957,1,4138,18,2018-03-02 18:16:00,2.95,Plain Rice
22958,1,6812,18,2018-03-02 18:13:00,2.95,Plain Rice
22959,1,6812,21,2018-03-02 18:13:00,2.95,Paratha
22960,1,1836,19,2018-03-02 17:54:00,2.95,Garlic Naan
22961,1,1836,15,2018-03-02 17:54:00,2.95,Pilau Rice
22962,2,4139,15,2018-03-02 17:27:00,2.95,Pilau Rice
22963,1,9831,19,2018-03-02 17:01:00,2.95,Garlic Naan
22964,1,9831,15,2018-03-02 17:01:00,2.95,Pilau Rice
22965,1,9832,21,2018-03-02 12:36:00,2.95,Paratha
22966,2,9832,18,2018-03-02 12:36:00,2.95,Plain Rice
22967,1,6815,12,2018-03-01 21:19:00,2.95,Raitha
22968,1,1838,14,2018-03-01 18:28:00,2.95,Peshwari Naan
22969,1,1838,15,2018-03-01 18:28:00,2.95,Pilau Rice
22970,1,5123,19,2018-03-01 18:25:00,2.95,Garlic Naan
22971,2,4140,15,2018-03-01 18:01:00,2.95,Pilau Rice
22972,1,6816,19,2018-02-28 21:04:00,2.95,Garlic Naan
22973,1,6817,13,2018-02-28 20:16:00,2.95,Keema Naan
22974,1,6817,15,2018-02-28 20:16:00,2.95,Pilau Rice
22975,1,6817,18,2018-02-28 20:16:00,2.95,Plain Rice
22976,3,1839,15,2018-02-28 19:17:00,2.95,Pilau Rice
22977,1,1840,13,2018-02-28 18:45:00,2.95,Keema Naan
22978,2,9833,15,2018-02-28 18:05:00,2.95,Pilau Rice
22979,2,9833,18,2018-02-28 18:05:00,2.95,Plain Rice
22980,1,9833,19,2018-02-28 18:05:00,2.95,Garlic Naan
22981,1,9833,20,2018-02-28 18:05:00,2.95,Onion Naan
22982,1,6818,15,2018-02-27 19:56:00,2.95,Pilau Rice
22983,1,6818,14,2018-02-27 19:56:00,2.95,Peshwari Naan
22984,2,9834,15,2018-02-27 19:31:00,2.95,Pilau Rice
22985,1,9834,19,2018-02-27 19:31:00,2.95,Garlic Naan
22986,1,5125,14,2018-02-27 19:02:00,2.95,Peshwari Naan
22987,1,4142,12,2018-02-27 19:02:00,2.95,Raitha
22988,2,4142,18,2018-02-27 19:02:00,2.95,Plain Rice
22989,1,6819,15,2018-02-27 17:45:00,2.95,Pilau Rice
22990,1,9835,15,2018-02-27 16:46:00,2.95,Pilau Rice
22991,1,9835,13,2018-02-27 16:46:00,2.95,Keema Naan
22992,3,6820,19,2018-02-27 11:42:00,2.95,Garlic Naan
22993,1,6821,21,2018-02-27 11:05:00,2.95,Paratha
22994,1,9836,19,2018-02-26 21:15:00,2.95,Garlic Naan
22995,1,9837,14,2018-02-26 19:33:00,2.95,Peshwari Naan
22996,1,9837,15,2018-02-26 19:33:00,2.95,Pilau Rice
22997,1,4143,19,2018-02-26 19:18:00,2.95,Garlic Naan
22998,1,6822,18,2018-02-26 18:51:00,2.95,Plain Rice
22999,1,6824,18,2018-02-25 21:18:00,2.95,Plain Rice
23000,1,1841,18,2018-02-25 19:15:00,2.95,Plain Rice
23001,2,9838,21,2018-02-25 18:51:00,2.95,Paratha
23002,3,9838,18,2018-02-25 18:51:00,2.95,Plain Rice
23003,1,4145,26,2018-02-25 18:39:00,2.95,Coke 1.5 ltr
23004,1,4145,14,2018-02-25 18:39:00,2.95,Peshwari Naan
23005,1,1842,18,2018-02-25 17:32:00,2.95,Plain Rice
23006,1,9839,19,2018-02-25 17:05:00,2.95,Garlic Naan
23007,2,9839,15,2018-02-25 17:05:00,2.95,Pilau Rice
23008,1,9840,13,2018-02-25 16:46:00,2.95,Keema Naan
23009,2,4146,15,2018-02-25 12:40:00,2.95,Pilau Rice
23010,1,1843,19,2018-02-24 22:43:00,2.95,Garlic Naan
23011,2,4147,19,2018-02-24 22:05:00,2.95,Garlic Naan
23012,1,4147,15,2018-02-24 22:05:00,2.95,Pilau Rice
23013,1,4147,13,2018-02-24 22:05:00,2.95,Keema Naan
23014,2,4148,15,2018-02-24 20:08:00,2.95,Pilau Rice
23015,1,4148,14,2018-02-24 20:08:00,2.95,Peshwari Naan
23016,1,4149,19,2018-02-24 19:59:00,2.95,Garlic Naan
23017,1,1845,15,2018-02-24 19:31:00,2.95,Pilau Rice
23018,1,9841,19,2018-02-24 19:21:00,2.95,Garlic Naan
23019,1,9841,14,2018-02-24 19:21:00,2.95,Peshwari Naan
23020,1,1846,18,2018-02-24 18:48:00,2.95,Plain Rice
23021,1,1847,15,2018-02-24 18:46:00,2.95,Pilau Rice
23022,3,1848,15,2018-02-24 18:30:00,2.95,Pilau Rice
23023,1,1848,14,2018-02-24 18:30:00,2.95,Peshwari Naan
23024,1,1849,15,2018-02-24 18:25:00,2.95,Pilau Rice
23025,2,1850,15,2018-02-24 18:07:00,2.95,Pilau Rice
23026,2,1850,19,2018-02-24 18:07:00,2.95,Garlic Naan
23027,1,4150,18,2018-02-24 17:57:00,2.95,Plain Rice
23028,1,9842,14,2018-02-24 17:41:00,2.95,Peshwari Naan
23029,1,9842,19,2018-02-24 17:41:00,2.95,Garlic Naan
23030,1,9843,23,2018-02-24 17:40:00,2.95,Kulcha Naan
23031,2,1853,15,2018-02-24 17:09:00,2.95,Pilau Rice
23032,1,1853,19,2018-02-24 17:09:00,2.95,Garlic Naan
23033,1,6826,13,2018-02-23 22:56:00,2.95,Keema Naan
23034,1,6826,19,2018-02-23 22:56:00,2.95,Garlic Naan
23035,2,9844,19,2018-02-23 22:07:00,2.95,Garlic Naan
23036,2,9845,19,2018-02-23 20:46:00,2.95,Garlic Naan
23037,1,9845,15,2018-02-23 20:46:00,2.95,Pilau Rice
23038,2,9846,13,2018-02-23 20:11:00,2.95,Keema Naan
23039,1,1854,18,2018-02-23 19:55:00,2.95,Plain Rice
23040,1,1854,15,2018-02-23 19:55:00,2.95,Pilau Rice
23041,1,1854,14,2018-02-23 19:55:00,2.95,Peshwari Naan
23042,1,1854,13,2018-02-23 19:55:00,2.95,Keema Naan
23043,1,9847,19,2018-02-23 19:21:00,2.95,Garlic Naan
23044,1,9848,14,2018-02-23 19:21:00,2.95,Peshwari Naan
23045,1,9848,19,2018-02-23 19:21:00,2.95,Garlic Naan
23046,1,9849,19,2018-02-23 19:11:00,2.95,Garlic Naan
23047,1,9849,15,2018-02-23 19:11:00,2.95,Pilau Rice
23048,1,9850,15,2018-02-23 19:11:00,2.95,Pilau Rice
23049,3,9851,15,2018-02-23 19:08:00,2.95,Pilau Rice
23050,1,9851,19,2018-02-23 19:08:00,2.95,Garlic Naan
23051,1,9852,15,2018-02-23 18:59:00,2.95,Pilau Rice
23052,1,1855,14,2018-02-23 18:38:00,2.95,Peshwari Naan
23053,1,9853,18,2018-02-23 18:07:00,2.95,Plain Rice
23054,1,1856,15,2018-02-23 17:14:00,2.95,Pilau Rice
23055,1,1856,21,2018-02-23 17:14:00,2.95,Paratha
23056,1,1857,20,2018-02-23 16:08:00,2.95,Onion Naan
23057,3,1858,18,2018-02-22 19:34:00,2.95,Plain Rice
23058,2,1858,19,2018-02-22 19:34:00,2.95,Garlic Naan
23059,1,1859,18,2018-02-22 18:54:00,2.95,Plain Rice
23060,1,6828,15,2018-02-22 18:28:00,2.95,Pilau Rice
23061,1,1860,15,2018-02-21 19:46:00,2.95,Pilau Rice
23062,1,1861,14,2018-02-21 19:25:00,2.95,Peshwari Naan
23063,1,1861,19,2018-02-21 19:25:00,2.95,Garlic Naan
23064,1,1862,15,2018-02-21 18:41:00,2.95,Pilau Rice
23065,1,9854,19,2018-02-20 20:57:00,2.95,Garlic Naan
23066,1,9855,19,2018-02-20 20:13:00,2.95,Garlic Naan
23067,2,6829,15,2018-02-20 18:53:00,2.95,Pilau Rice
23068,2,4152,15,2018-02-20 18:47:00,2.95,Pilau Rice
23069,1,4153,15,2018-02-20 16:57:00,2.95,Pilau Rice
23070,1,9856,18,2018-02-19 20:11:00,2.95,Plain Rice
23071,2,6830,15,2018-02-19 18:11:00,2.95,Pilau Rice
23072,1,6830,14,2018-02-19 18:11:00,2.95,Peshwari Naan
23073,1,9857,25,2018-02-19 12:30:00,2.95,Diet Coke 1.5 ltr
23074,2,1864,15,2018-02-18 17:56:00,2.95,Pilau Rice
23075,1,1865,15,2018-02-17 20:41:00,2.95,Pilau Rice
23076,1,6831,13,2018-02-17 19:33:00,2.95,Keema Naan
23077,1,6831,19,2018-02-17 19:33:00,2.95,Garlic Naan
23078,1,1867,13,2018-02-17 19:28:00,2.95,Keema Naan
23079,2,1867,16,2018-02-17 19:28:00,2.95,Green Salad
23080,1,6833,15,2018-02-17 18:41:00,2.95,Pilau Rice
23081,2,1869,15,2018-02-17 17:47:00,2.95,Pilau Rice
23082,1,1870,18,2018-02-17 17:42:00,2.95,Plain Rice
23083,1,1870,15,2018-02-17 17:42:00,2.95,Pilau Rice
23084,1,1870,19,2018-02-17 17:42:00,2.95,Garlic Naan
23085,1,6834,15,2018-02-17 14:16:00,2.95,Pilau Rice
23086,1,4154,15,2018-02-16 22:48:00,2.95,Pilau Rice
23087,1,6835,13,2018-02-16 22:34:00,2.95,Keema Naan
23088,1,6836,19,2018-02-16 21:21:00,2.95,Garlic Naan
23089,1,1871,15,2018-02-16 20:03:00,2.95,Pilau Rice
23090,1,1872,15,2018-02-16 18:58:00,2.95,Pilau Rice
23091,1,1872,19,2018-02-16 18:58:00,2.95,Garlic Naan
23092,1,1873,14,2018-02-16 18:58:00,2.95,Peshwari Naan
23093,2,1873,15,2018-02-16 18:58:00,2.95,Pilau Rice
23094,1,1874,19,2018-02-16 18:51:00,2.95,Garlic Naan
23095,1,1874,15,2018-02-16 18:51:00,2.95,Pilau Rice
23096,1,6837,18,2018-02-16 18:35:00,2.95,Plain Rice
23097,1,6837,15,2018-02-16 18:35:00,2.95,Pilau Rice
23098,1,6837,13,2018-02-16 18:35:00,2.95,Keema Naan
23099,1,6838,19,2018-02-16 18:33:00,2.95,Garlic Naan
23100,1,1875,14,2018-02-16 18:10:00,2.95,Peshwari Naan
23101,1,6839,26,2018-02-16 18:02:00,2.95,Coke 1.5 ltr
23102,1,1876,18,2018-02-16 17:10:00,2.95,Plain Rice
23103,1,1876,24,2018-02-16 17:10:00,2.95,Lemonade 1.5 ltr
23104,1,1877,18,2018-02-16 16:39:00,2.95,Plain Rice
23105,1,1878,19,2018-02-15 19:19:00,2.95,Garlic Naan
23106,1,1878,14,2018-02-15 19:19:00,2.95,Peshwari Naan
23107,1,1878,15,2018-02-15 19:19:00,2.95,Pilau Rice
23108,1,1879,15,2018-02-15 19:17:00,2.95,Pilau Rice
23109,1,4155,15,2018-02-15 19:17:00,2.95,Pilau Rice
23110,1,4155,13,2018-02-15 19:17:00,2.95,Keema Naan
23111,1,6841,15,2018-02-15 18:13:00,2.95,Pilau Rice
23112,1,9858,15,2018-02-14 23:00:00,2.95,Pilau Rice
23113,1,1881,26,2018-02-14 22:57:00,2.95,Coke 1.5 ltr
23114,1,9859,14,2018-02-14 20:28:00,2.95,Peshwari Naan
23115,1,9859,15,2018-02-14 20:28:00,2.95,Pilau Rice
23116,1,9860,19,2018-02-14 19:48:00,2.95,Garlic Naan
23117,1,9861,19,2018-02-14 19:44:00,2.95,Garlic Naan
23118,1,1883,18,2018-02-14 19:07:00,2.95,Plain Rice
23119,1,1883,19,2018-02-14 19:07:00,2.95,Garlic Naan
23120,1,9862,15,2018-02-14 18:44:00,2.95,Pilau Rice
23121,1,9862,23,2018-02-14 18:44:00,2.95,Kulcha Naan
23122,2,4156,18,2018-02-14 17:37:00,2.95,Plain Rice
23123,1,4156,15,2018-02-14 17:37:00,2.95,Pilau Rice
23124,1,4156,13,2018-02-14 17:37:00,2.95,Keema Naan
23125,1,5131,18,2018-02-14 17:37:00,2.95,Plain Rice
23126,1,4157,13,2018-02-14 16:11:00,2.95,Keema Naan
23127,2,4157,18,2018-02-14 16:11:00,2.95,Plain Rice
23128,1,4157,15,2018-02-14 16:11:00,2.95,Pilau Rice
23129,1,4158,13,2018-02-14 16:03:00,2.95,Keema Naan
23130,1,4158,18,2018-02-14 16:03:00,2.95,Plain Rice
23131,1,4158,15,2018-02-14 16:03:00,2.95,Pilau Rice
23132,2,6844,14,2018-02-13 21:10:00,2.95,Peshwari Naan
23133,1,6844,15,2018-02-13 21:10:00,2.95,Pilau Rice
23134,1,9863,14,2018-02-13 20:46:00,2.95,Peshwari Naan
23135,1,9864,13,2018-02-13 19:17:00,2.95,Keema Naan
23136,1,9864,18,2018-02-13 19:17:00,2.95,Plain Rice
23137,1,1884,14,2018-02-13 18:44:00,2.95,Peshwari Naan
23138,1,9865,13,2018-02-13 18:20:00,2.95,Keema Naan
23139,1,9865,18,2018-02-13 18:20:00,2.95,Plain Rice
23140,1,5133,18,2018-02-13 17:38:00,2.95,Plain Rice
23141,2,6845,15,2018-02-12 19:57:00,2.95,Pilau Rice
23142,1,9866,15,2018-02-12 19:43:00,2.95,Pilau Rice
23143,2,9866,19,2018-02-12 19:43:00,2.95,Garlic Naan
23144,1,6846,13,2018-02-12 17:39:00,2.95,Keema Naan
23145,3,6846,15,2018-02-12 17:39:00,2.95,Pilau Rice
23146,1,9867,18,2018-02-11 18:53:00,2.95,Plain Rice
23147,1,1885,14,2018-02-11 18:46:00,2.95,Peshwari Naan
23148,1,1886,14,2018-02-11 17:41:00,2.95,Peshwari Naan
23149,1,6847,18,2018-02-11 17:14:00,2.95,Plain Rice
23150,1,9868,15,2018-02-11 17:02:00,2.95,Pilau Rice
23151,1,9868,18,2018-02-11 17:02:00,2.95,Plain Rice
23152,1,6848,19,2018-02-10 20:31:00,2.95,Garlic Naan
23153,1,6848,15,2018-02-10 20:31:00,2.95,Pilau Rice
23154,1,6849,19,2018-02-10 20:27:00,2.95,Garlic Naan
23155,1,6849,15,2018-02-10 20:27:00,2.95,Pilau Rice
23156,1,9869,15,2018-02-10 20:25:00,2.95,Pilau Rice
23157,2,9869,14,2018-02-10 20:25:00,2.95,Peshwari Naan
23158,1,9869,24,2018-02-10 20:25:00,2.95,Lemonade 1.5 ltr
23159,1,9869,25,2018-02-10 20:25:00,2.95,Diet Coke 1.5 ltr
23160,2,1887,18,2018-02-10 20:11:00,2.95,Plain Rice
23161,1,1887,15,2018-02-10 20:11:00,2.95,Pilau Rice
23162,1,1888,19,2018-02-10 19:53:00,2.95,Garlic Naan
23163,1,1889,15,2018-02-10 19:45:00,2.95,Pilau Rice
23164,1,1890,19,2018-02-10 19:32:00,2.95,Garlic Naan
23165,1,1891,16,2018-02-10 19:36:00,2.95,Green Salad
23166,2,6850,15,2018-02-10 18:38:00,2.95,Pilau Rice
23167,1,1892,18,2018-02-10 17:46:00,2.95,Plain Rice
23168,1,1893,14,2018-02-10 17:19:00,2.95,Peshwari Naan
23169,3,9870,19,2018-02-09 20:10:00,2.95,Garlic Naan
23170,1,1894,15,2018-02-09 19:41:00,2.95,Pilau Rice
23171,1,1894,19,2018-02-09 19:41:00,2.95,Garlic Naan
23172,2,9871,19,2018-02-09 18:31:00,2.95,Garlic Naan
23173,1,9872,15,2018-02-09 18:11:00,2.95,Pilau Rice
23174,1,6854,15,2018-02-09 17:02:00,2.95,Pilau Rice
23175,1,5135,18,2018-02-09 11:57:00,2.95,Plain Rice
23176,2,6856,15,2018-02-08 19:27:00,2.95,Pilau Rice
23177,1,6856,13,2018-02-08 19:27:00,2.95,Keema Naan
23178,1,4159,26,2018-02-08 18:26:00,2.95,Coke 1.5 ltr
23179,1,4159,15,2018-02-08 18:26:00,2.95,Pilau Rice
23180,1,9873,19,2018-02-08 18:20:00,2.95,Garlic Naan
23181,2,4160,15,2018-02-07 18:51:00,2.95,Pilau Rice
23182,1,1897,18,2018-02-06 20:51:00,2.95,Plain Rice
23183,1,1897,26,2018-02-06 20:51:00,2.95,Coke 1.5 ltr
23184,2,1898,19,2018-02-06 20:13:00,2.95,Garlic Naan
23185,1,1898,15,2018-02-06 20:13:00,2.95,Pilau Rice
23186,1,1898,12,2018-02-06 20:13:00,2.95,Raitha
23187,3,9874,15,2018-02-06 18:59:00,2.95,Pilau Rice
23188,2,4161,15,2018-02-06 18:21:00,2.95,Pilau Rice
23189,2,4162,15,2018-02-06 18:16:00,2.95,Pilau Rice
23190,1,9875,19,2018-02-05 20:17:00,2.95,Garlic Naan
23191,1,9875,15,2018-02-05 20:17:00,2.95,Pilau Rice
23192,1,9875,20,2018-02-05 20:17:00,2.95,Onion Naan
23193,1,1899,14,2018-02-05 17:48:00,2.95,Peshwari Naan
23194,1,6859,15,2018-02-04 20:46:00,2.95,Pilau Rice
23195,2,4164,15,2018-02-04 20:17:00,2.95,Pilau Rice
23196,1,9876,19,2018-02-04 20:10:00,2.95,Garlic Naan
23197,1,9877,15,2018-02-04 19:03:00,2.95,Pilau Rice
23198,1,9877,21,2018-02-04 19:03:00,2.95,Paratha
23199,1,9877,13,2018-02-04 19:03:00,2.95,Keema Naan
23200,1,1900,15,2018-02-04 18:24:00,2.95,Pilau Rice
23201,1,9878,20,2018-02-04 18:16:00,2.95,Onion Naan
23202,2,5137,18,2018-02-04 18:09:00,2.95,Plain Rice
23203,2,5138,18,2018-02-04 17:55:00,2.95,Plain Rice
23204,2,4165,15,2018-02-04 12:54:00,2.95,Pilau Rice
23205,2,9879,15,2018-02-03 21:27:00,2.95,Pilau Rice
23206,1,4166,18,2018-02-03 20:38:00,2.95,Plain Rice
23207,1,1903,13,2018-02-03 19:50:00,2.95,Keema Naan
23208,1,1904,18,2018-02-03 19:14:00,2.95,Plain Rice
23209,3,1906,15,2018-02-03 18:50:00,2.95,Pilau Rice
23210,2,1906,19,2018-02-03 18:50:00,2.95,Garlic Naan
23211,1,9880,18,2018-02-03 18:52:00,2.95,Plain Rice
23212,2,4167,15,2018-02-03 18:26:00,2.95,Pilau Rice
23213,1,4167,19,2018-02-03 18:26:00,2.95,Garlic Naan
23214,1,1907,19,2018-02-03 18:23:00,2.95,Garlic Naan
23215,1,1907,15,2018-02-03 18:23:00,2.95,Pilau Rice
23216,1,9881,19,2018-02-03 18:19:00,2.95,Garlic Naan
23217,1,9881,15,2018-02-03 18:19:00,2.95,Pilau Rice
23218,1,1908,18,2018-02-03 17:47:00,2.95,Plain Rice
23219,1,9882,19,2018-02-03 17:48:00,2.95,Garlic Naan
23220,1,9883,14,2018-02-03 17:44:00,2.95,Peshwari Naan
23221,2,9884,19,2018-02-03 17:27:00,2.95,Garlic Naan
23222,1,9884,15,2018-02-03 17:27:00,2.95,Pilau Rice
23223,3,5139,15,2018-02-03 17:23:00,2.95,Pilau Rice
23224,1,5139,19,2018-02-03 17:23:00,2.95,Garlic Naan
23225,1,4168,14,2018-02-02 19:57:00,2.95,Peshwari Naan
23226,1,9885,19,2018-02-02 19:48:00,2.95,Garlic Naan
23227,1,9885,15,2018-02-02 19:48:00,2.95,Pilau Rice
23228,1,1909,19,2018-02-02 19:38:00,2.95,Garlic Naan
23229,1,1910,13,2018-02-02 19:36:00,2.95,Keema Naan
23230,2,1910,15,2018-02-02 19:36:00,2.95,Pilau Rice
23231,1,6860,12,2018-02-02 19:34:00,2.95,Raitha
23232,2,6860,15,2018-02-02 19:34:00,2.95,Pilau Rice
23233,1,6861,12,2018-02-02 19:32:00,2.95,Raitha
23234,2,6861,15,2018-02-02 19:32:00,2.95,Pilau Rice
23235,1,5141,19,2018-02-02 19:30:00,2.95,Garlic Naan
23236,2,9886,19,2018-02-02 18:52:00,2.95,Garlic Naan
23237,1,9886,18,2018-02-02 18:52:00,2.95,Plain Rice
23238,1,9887,15,2018-02-02 18:37:00,2.95,Pilau Rice
23239,1,9887,19,2018-02-02 18:37:00,2.95,Garlic Naan
23240,1,9887,13,2018-02-02 18:37:00,2.95,Keema Naan
23241,1,6863,19,2018-02-02 18:31:00,2.95,Garlic Naan
23242,2,6863,15,2018-02-02 18:31:00,2.95,Pilau Rice
23243,2,9888,15,2018-02-02 18:29:00,2.95,Pilau Rice
23244,1,9888,19,2018-02-02 18:29:00,2.95,Garlic Naan
23245,2,4169,15,2018-02-02 18:29:00,2.95,Pilau Rice
23246,1,4169,19,2018-02-02 18:29:00,2.95,Garlic Naan
23247,1,6864,15,2018-02-02 18:19:00,2.95,Pilau Rice
23248,1,1911,19,2018-02-02 18:08:00,2.95,Garlic Naan
23249,1,9889,15,2018-02-02 18:05:00,2.95,Pilau Rice
23250,1,9889,19,2018-02-02 18:05:00,2.95,Garlic Naan
23251,1,9889,20,2018-02-02 18:05:00,2.95,Onion Naan
23252,1,9890,19,2018-02-02 18:00:00,2.95,Garlic Naan
23253,2,5142,15,2018-02-02 17:59:00,2.95,Pilau Rice
23254,1,6866,15,2018-02-02 17:27:00,2.95,Pilau Rice
23255,2,9891,15,2018-02-02 17:14:00,2.95,Pilau Rice
23256,2,9891,13,2018-02-02 17:14:00,2.95,Keema Naan
23257,1,1912,15,2018-02-01 21:06:00,2.95,Pilau Rice
23258,1,4170,12,2018-02-01 19:56:00,2.95,Raitha
23259,1,9892,15,2018-02-01 18:41:00,2.95,Pilau Rice
23260,1,9892,19,2018-02-01 18:41:00,2.95,Garlic Naan
23261,2,9893,14,2018-01-31 20:33:00,2.95,Peshwari Naan
23262,1,9894,19,2018-01-31 19:42:00,2.95,Garlic Naan
23263,2,1913,15,2018-01-31 19:20:00,2.95,Pilau Rice
23264,1,6869,18,2018-01-31 17:59:00,2.95,Plain Rice
23265,1,6869,15,2018-01-31 17:59:00,2.95,Pilau Rice
23266,1,6869,13,2018-01-31 17:59:00,2.95,Keema Naan
23267,1,9895,13,2018-01-31 17:55:00,2.95,Keema Naan
23268,1,9896,13,2018-01-31 17:49:00,2.95,Keema Naan
23269,1,1914,14,2018-01-31 17:14:00,2.95,Peshwari Naan
